dataset;seed;C;n_coefs;F;X_valid_bas;X_valid_itr;X_valid_nsv;X_test_bas;X_test_itr;X_test_nsv
pima;28922;0.125;3;0.7270600241574513;0.7331658361018827;270.8;0.5993492623317273;0.7455555555555555;287.0;0.5798045602605864
pima;29155;0.125;3;0.7432517610357463;0.7491431339977852;225.6;0.598127266405047;0.6614814814814814;271.0;0.5684039087947883
pima;32325;0.125;3;0.7289421245228374;0.7346110188261352;213.8;0.5773624426671965;0.7155555555555555;267.0;0.5586319218241043
pima;3325;0.125;3;0.7619328881482736;0.7661323366555923;116.2;0.4511367211431788;0.6457407407407407;135.0;0.43322475570032576
pima;34488;0.125;3;0.7388115282948519;0.7449806201550387;265.0;0.6103422582087329;0.7298148148148148;342.0;0.5830618892508144
pima;35634;0.125;3;0.730670560181254;0.7355841638981173;134.8;0.5285016475419336;0.702037037037037;165.0;0.5146579804560261
pima;37134;0.125;3;0.7076630792134152;0.7132475083056479;192.2;0.5789901147483979;0.7277777777777779;212.0;0.5651465798045603
pima;37448;0.125;3;0.7341261068040003;0.7401813399778516;303.6;0.5749159670822778;0.6877777777777778;312.0;0.5667752442996743
pima;37837;0.125;3;0.7391883552903051;0.7459883720930233;501.2;0.5565976189293461;0.685;617.0;0.5472312703583062
pima;3786;0.125;3;0.723484075283837;0.7287015503875968;140.4;0.5627059427417084;0.707037037037037;170.0;0.5472312703583062
pima;38297;0.125;3;0.744022539075943;0.7492704872646734;144.2;0.5643369264649876;0.7440740740740741;175.0;0.5439739413680782
pima;39750;0.125;3;0.7407809051177595;0.7463205980066446;153.0;0.5952742867550875;0.6792592592592592;189.0;0.5830618892508144
pima;41856;0.125;3;0.7377519696355636;0.7429748062015503;141.6;0.5626976636365141;0.7312962962962963;178.0;0.5570032573289903
pima;42750;0.125;3;0.7355995832148089;0.741218161683278;216.6;0.5696281025946714;0.7235185185185186;222.0;0.5570032573289903
pima;44271;0.125;3;0.748046516268215;0.7534080841638982;164.2;0.567178315367675;0.69;209.0;0.5570032573289903
pima;46810;0.125;3;0.7283396149930418;0.7336544850498339;150.2;0.569221598529631;0.7050000000000001;185.0;0.5537459283387622
pima;47079;0.125;3;0.7130953858364304;0.7181575304540421;211.6;0.5040758034871591;0.7362962962962962;253.0;0.49348534201954397
